"bcr_patient_barcode","dataset","GATA3","PTEN","XBP1","ESR1","MUC1","FN1","GAPDH"
"BRCA235","BRCA",-0.547625,1.1375,1.30808333333333,-1.7225,3.327125,1.46483333333333,-1.0735
"BRCA236","BRCA",1.575875,1.60685714285714,3.57558333333333,3.73133333333333,3.174875,0.359,-1.51558333333333
"BRCA237","BRCA",3.765875,1.15907142857143,2.687,3.69633333333333,1.04075,-0.913375,-1.48991666666667
"BRCA238","BRCA",2.972,1.21814285714286,3.52916666666667,4.77225,0.78075,-2.23120833333333,-2.0225
"BRCA239","BRCA",2.32575,1.72214285714286,2.69491666666667,4.3685,3.0605,-0.248125,-1.36608333333333
"BRCA240","BRCA",-1.79525,-0.261230769230769,-2.28225,-3.82863636363636,-0.29275,-0.181666666666667,-1.08541666666667
"BRCA241","BRCA",2.260625,0.995357142857143,2.3895,2.04625,3.370625,1.54425,-1.007
"BRCA242","BRCA",-1.76325,-1.535,-1.51825,-4.56358333333333,1.673125,-1.50675,-0.335416666666667
"BRCA243","BRCA",2.84325,0.587285714285714,2.80691666666667,5.24108333333333,3.5735,-1.657875,-1.13066666666667
"BRCA244","BRCA",3.254,0.351214285714286,1.83725,2.0705,1.42975,0.699916666666667,-1.49
"BRCA245","BRCA",-2.92075,-0.351928571428571,-0.476666666666667,0.1615,3.622625,-0.44875,-0.868
"BRCA246","BRCA",-0.21325,-0.2855,-0.569583333333333,-1.25591666666667,-0.314875,0.0180416666666667,0.32425
"BRCA247","BRCA",2.570375,1.67557142857143,1.36341666666667,3.11916666666667,3.622125,0.19025,-1.01858333333333
"BRCA248","BRCA",2.00225,1.02321428571429,3.75625,6.11083333333333,3.07075,-1.935875,-1.84
"BRCA249","BRCA",2.549125,0.6915,1.88491666666667,2.67783333333333,3.13025,1.66020833333333,-1.57275
"BRCA250","BRCA",-1.1815,0.227071428571429,2.07358333333333,-1.0685,2.72475,0.984125,-1.44133333333333
"BRCA251","BRCA",1.8075,0.880714285714286,2.259,2.70758333333333,2.913625,-0.501,-1.02533333333333
"BRCA252","BRCA",-0.192,-0.0598571428571429,-1.63741666666667,-4.02666666666667,-1.008125,0.321041666666667,0.258083333333333
"BRCA253","BRCA",1.686,0.336928571428571,3.65491666666667,4.15933333333333,2.56625,-0.046625,-1.474
"BRCA254","BRCA",3.395125,0.438285714285714,4.04116666666667,6.00108333333333,-1.702875,-1.2265,-1.17858333333333
"BRCA255","BRCA",2.856,0.2975,4.33941666666667,5.56141666666667,-0.590625,0.0552083333333333,-1.15633333333333
"BRCA256","BRCA",-1.15875,-0.224571428571429,-0.445166666666667,-1.18633333333333,1.754625,-0.134416666666667,-0.115333333333333
"BRCA257","BRCA",0.670625,0.200857142857143,1.31783333333333,1.92833333333333,0.668375,0.763875,-0.320416666666667
"BRCA258","BRCA",-5.2445,0.711642857142857,0.12225,-4.64716666666667,0.15375,-0.348916666666667,0.438416666666667
"BRCA259","BRCA",2.836875,0.629357142857143,2.9675,2.15166666666667,1.879375,0.0852916666666667,-0.320416666666667
"BRCA260","BRCA",2.9515,0.648214285714286,2.24966666666667,5.18466666666667,2.773,-3.28654166666667,-2.37566666666667
"BRCA261","BRCA",-2.98025,0.917,-0.872583333333333,-2.37908333333333,1.24575,-0.435958333333333,-1.0275
"BRCA262","BRCA",2.474125,0.405714285714286,2.14566666666667,2.87625,1.432,0.930125,-0.846416666666667
"BRCA263","BRCA",-0.71925,0.719928571428571,-2.21041666666667,-0.406333333333333,-1.698,-1.667125,-0.1935
"BRCA264","BRCA",1.9925,0.449214285714286,4.32208333333333,5.921,1.105625,-1.178,-1.21141666666667
"BRCA265","BRCA",2.352375,0.0637142857142857,2.33475,2.375,3.517625,-0.262833333333333,-0.467333333333333
"BRCA266","BRCA",1.218875,1.54828571428571,3.62633333333333,-1.48925,2.6365,0.302416666666667,-1.23216666666667
"BRCA267","BRCA",1.585625,1.42878571428571,1.21691666666667,4.39525,0.777625,-0.916791666666667,-0.970333333333333
"BRCA268","BRCA",3.293375,1.03214285714286,3.08183333333333,3.5585,2.48575,0.440708333333333,-1.64008333333333
"BRCA269","BRCA",-3.10275,-0.624785714285714,-0.175333333333333,-3.20883333333333,2.4355,-0.873583333333333,0.4335
"BRCA270","BRCA",1.864375,0.410428571428571,2.08758333333333,2.33291666666667,2.45975,-0.696416666666667,-0.4765
"BRCA271","BRCA",2.77875,1.2625,2.39341666666667,4.94308333333333,3.201,-0.681791666666667,-0.259833333333333
"BRCA272","BRCA",-1.232125,0.585928571428571,-0.85125,-1.5095,1.701875,0.444,-0.278833333333333
"BRCA273","BRCA",-0.5285,-0.592214285714286,-1.83025,-4.69925,-1.493875,-0.324625,-0.199833333333333
"BRCA274","BRCA",-0.768,-0.734142857142857,0.0659166666666667,-0.205583333333333,1.215125,0.377708333333333,-0.508333333333333
"BRCA275","BRCA",-0.67325,0.703642857142857,-0.75525,-1.22208333333333,2.051125,0.042625,-1.50641666666667
"BRCA276","BRCA",1.66825,1.03,2.08175,3.06733333333333,2.2725,-0.676375,-0.916083333333333
"BRCA277","BRCA",1.38825,1.991,2.20991666666667,3.06183333333333,3.5255,1.34016666666667,-1.31666666666667
"BRCA278","BRCA",1.221875,0.838714285714286,2.77525,2.84083333333333,3.430625,0.263958333333333,-1.35375
"BRCA279","BRCA",-1.234375,1.24885714285714,0.554083333333333,-0.34,0.559625,0.590791666666667,-1.35141666666667
"BRCA280","BRCA",2.418875,1.34428571428571,2.28425,3.641,2.01475,1.05708333333333,-0.41825
"BRCA281","BRCA",-0.40875,0.889642857142857,0.737833333333333,-1.56633333333333,0.21025,-0.90575,-0.26325
"BRCA282","BRCA",-0.15525,0.765071428571429,-1.909,-0.62475,-0.164125,0.72375,-1.63941666666667
"BRCA283","BRCA",1.72425,0.157785714285714,2.58725,4.15225,3.864625,1.41666666666667,-0.400083333333333
"BRCA284","BRCA",1.3145,1.4025,1.87866666666667,1.43533333333333,3.590875,3.00795833333333,-0.350583333333333
"BRCA285","BRCA",1.35925,1.41421428571429,2.3185,2.94041666666667,1.895875,0.451208333333333,-0.936416666666667
"BRCA286","BRCA",1.56525,1.0995,2.34316666666667,3.24025,-0.760625,0.0472083333333334,-1.13808333333333
"BRCA287","BRCA",1.564875,1.12635714285714,2.89675,4.48275,3.472,1.03266666666667,-1.44975
"BRCA288","BRCA",1.152375,0.799,2.28508333333333,2.63966666666667,2.485875,0.350833333333333,-1.59316666666667
"BRCA289","BRCA",-2.38375,-1.03128571428571,-1.51383333333333,-0.937916666666667,0.22975,0.771958333333333,-0.346916666666667
"BRCA290","BRCA",-2.087375,1.33057142857143,-1.21608333333333,1.45391666666667,-0.407625,-1.578375,-0.470916666666667
"BRCA291","BRCA",2.6605,0.469571428571428,1.582,2.62733333333333,2.28475,0.233541666666667,-1.4655
"BRCA292","BRCA",-3.80825,0.430714285714286,-1.50258333333333,-3.56966666666667,0.147875,0.824,-0.576583333333333
"BRCA293","BRCA",1.64125,-0.362714285714286,3.17225,2.50641666666667,3.0785,0.108625,-0.916583333333333
"BRCA294","BRCA",1.898625,1.59271428571429,2.81933333333333,4.03466666666667,3.046625,-0.066125,-0.8495
"BRCA295","BRCA",2.507,1.28171428571429,2.17941666666667,3.49133333333333,3.147125,-0.87825,-1.462
"BRCA296","BRCA",2.52325,-0.619571428571429,2.828,4.66558333333333,3.16975,-0.690541666666667,-1.58266666666667
"BRCA297","BRCA",2.378,1.8145,3.1335,5.18166666666667,2.228,-2.07245833333333,-1.35491666666667
"BRCA298","BRCA",1.360875,0.901642857142857,1.97733333333333,2.08425,1.500375,-1.52154166666667,-2.26283333333333
"BRCA299","BRCA",2.597,0.658357142857143,1.6905,3.3165,2.9585,0.34475,-1.23141666666667
"BRCA300","BRCA",2.538875,0.83,1.77883333333333,3.15675,3.511375,-0.62625,-2.284
"BRCA301","BRCA",-1.99325,0.593,-0.0368333333333333,-0.345333333333333,2.13575,0.699541666666667,-1.14775
"BRCA302","BRCA",-0.133125,0.288857142857143,1.9375,-2.18083333333333,3.0765,0.306875,-0.6815
"BRCA303","BRCA",2.46625,1.3055,2.94141666666667,4.98825,3.056375,1.04866666666667,-1.80183333333333
"BRCA304","BRCA",1.104875,0.579642857142857,0.914416666666667,3.72958333333333,-0.095875,-0.5735,-1.19125
"BRCA305","BRCA",2.334125,-0.0767857142857143,2.88933333333333,5.31366666666667,1.2275,-0.713,-1.29358333333333
"BRCA306","BRCA",2.14075,0.765285714285714,2.71,4.9665,2.94825,-0.255125,-1.87108333333333
"BRCA307","BRCA",-0.547375,0.212928571428571,-1.91975,-3.69608333333333,-0.575,-1.656625,-0.828666666666667
"BRCA308","BRCA",0.444875,0.597428571428572,-0.962416666666666,-1.12166666666667,0.680375,0.120625,0.384333333333333
"BRCA309","BRCA",3.111125,0.819642857142857,3.07016666666667,4.15408333333333,2.693875,0.256166666666667,-1.38816666666667
"BRCA310","BRCA",2.1335,0.908,2.55141666666667,2.006,3.531375,1.39908333333333,0.321166666666667
"BRCA311","BRCA",2.24575,1.47921428571429,2.46366666666667,3.91041666666667,3.224625,1.996125,-1.40916666666667
"BRCA312","BRCA",3.48275,-0.510857142857143,2.61225,5.48458333333333,1.289625,-2.617125,-0.949
"BRCA313","BRCA",2.932,0.649714285714286,3.5785,5.65091666666667,0.620125,0.876416666666667,-1.5715
"BRCA314","BRCA",2.872,1.00635714285714,2.14366666666667,3.5475,2.74875,1.249125,-1.42933333333333
"BRCA315","BRCA",1.481625,1.14292857142857,3.43125,4.76575,2.834875,-1.728125,-0.8115
"BRCA316","BRCA",2.205875,1.21442857142857,3.53308333333333,5.07025,3.5745,1.2495,-1.9985
"BRCA317","BRCA",1.463375,1.13807142857143,2.16558333333333,2.99591666666667,1.94225,-2.39979166666667,-2.13566666666667
"BRCA318","BRCA",0.942875,0.270714285714286,1.02433333333333,-3.60783333333333,1.7795,-0.299666666666667,-1.23566666666667
"BRCA319","BRCA",-0.69175,0.545214285714286,0.451083333333333,-1.83325,0.780625,-0.342666666666667,-1.78033333333333
"BRCA320","BRCA",-1.36025,-0.294928571428571,-0.14625,-0.53125,1.174125,-0.994625,-1.05575
"BRCA321","BRCA",1.87475,0.887,3.78391666666667,4.50216666666667,1.876,-1.35525,-2.14175
"BRCA322","BRCA",2.615375,0.639142857142857,2.86891666666667,4.43725,2.376125,0.652,-1.49816666666667
"BRCA323","BRCA",1.897125,1.0745,3.2155,3.114,2.806875,1.3115,-0.86175
"BRCA324","BRCA",2.64725,1.349,2.8355,4.9255,2.329875,0.242708333333333,0.101666666666667
"BRCA325","BRCA",1.886,0.602357142857143,2.56233333333333,4.709,3.07725,0.787166666666666,-0.982
"BRCA326","BRCA",-1.38775,0.1225,-1.2305,-2.741,0.743375,1.151,-1.82575
"BRCA327","BRCA",1.623875,0.898071428571429,1.94725,2.10666666666667,1.93775,-0.111,-0.811416666666667
"BRCA328","BRCA",2.0375,1.21528571428571,2.32125,4.262,3.056875,0.620166666666667,-0.766333333333333
"BRCA329","BRCA",2.5735,0.413785714285714,3.00241666666667,3.30975,3.127375,-0.934041666666667,-1.36741666666667
"BRCA330","BRCA",-0.7675,-0.883428571428571,-1.05658333333333,0.7505,1.405,-0.912291666666667,0.72675
"BRCA331","BRCA",2.653625,1.0015,3.1435,4.25466666666667,2.99125,-0.63625,-0.0296666666666667
"BRCA332","BRCA",1.903,1.2555,3.25708333333333,4.76058333333333,2.310875,-0.400958333333333,-0.905166666666667
"BRCA333","BRCA",2.9905,0.452357142857143,2.88233333333333,3.7495,2.268,0.348791666666667,-1.34616666666667
"BRCA334","BRCA",0.117625,1.15514285714286,2.00141666666667,2.63766666666667,0.808,-2.967125,-1.69916666666667
"BRCA335","BRCA",1.532875,1.42292857142857,2.58358333333333,3.4255,2.940375,0.909041666666667,-1.41441666666667
"BRCA336","BRCA",-3.81625,0.961642857142857,-0.720416666666667,-3.60883333333333,1.9785,1.97425,0.540666666666667
"BRCA337","BRCA",0.4635,0.378857142857143,2.49866666666667,-0.598583333333333,3.49025,-0.0809583333333334,-1.0645
"BRCA338","BRCA",0.442125,1.26785714285714,2.07966666666667,3.41675,1.156625,-2.39445833333333,-1.55391666666667
"BRCA339","BRCA",2.022125,1.1945,2.20291666666667,2.68983333333333,2.901125,1.04358333333333,-1.33616666666667
"BRCA340","BRCA",2.44675,1.20385714285714,2.53491666666667,2.28466666666667,3.892375,2.02875,-1.04008333333333
"BRCA341","BRCA",2.397375,0.824,0.868916666666667,2.85608333333333,4.2805,1.668,-0.318833333333333
"BRCA342","BRCA",2.068625,0.774714285714286,2.89033333333333,4.24675,2.08025,0.084,-1.08291666666667
"BRCA343","BRCA",1.576875,0.943285714285714,2.32533333333333,3.55033333333333,1.084625,-3.00075,-1.65233333333333
"BRCA344","BRCA",-0.138,-0.485214285714286,0.161666666666667,-1.63091666666667,2.709875,2.09354166666667,-0.0490833333333333
"BRCA345","BRCA",1.86375,0.914928571428571,1.10316666666667,3.65433333333333,1.613625,1.03491666666667,-1.54441666666667
"BRCA346","BRCA",-3.234625,2.80278571428571,-1.9395,-0.422666666666667,-2.335875,-2.40733333333333,-2.28958333333333
"BRCA347","BRCA",2.021625,1.29357142857143,1.91125,2.35958333333333,2.974375,0.667791666666667,-0.662166666666667
"BRCA348","BRCA",-0.337625,0.797857142857143,2.57525,2.32525,1.48825,-2.909,-1.50983333333333
"BRCA349","BRCA",0.64825,0.599071428571428,1.788,-2.40875,2.42175,1.19591666666667,-1.89275
"BRCA350","BRCA",-2.31625,2.02164285714286,-1.33625,0.426666666666667,-2.08675,-2.219,-2.1465
"BRCA351","BRCA",2.630375,1.354,3.01483333333333,4.94616666666667,2.373625,0.428666666666667,-1.34333333333333
"BRCA352","BRCA",-2.58225,0.907357142857143,-1.66708333333333,-3.23975,-2.3405,-1.64025,0.10625
"BRCA353","BRCA",0.0645,1.316,1.5475,2.92408333333333,1.07325,-2.72161904761905,-1.53816666666667
"BRCA354","BRCA",2.29875,0.7905,2.50183333333333,3.5515,3.21175,1.07316666666667,-1.376
"BRCA355","BRCA",-0.496375,2.31564285714286,0.186416666666667,2.31741666666667,-0.1195,-1.44254166666667,-2.75241666666667
"BRCA356","BRCA",1.828375,1.08828571428571,2.65783333333333,4.50883333333333,3.388625,0.248166666666667,-1.40516666666667
"BRCA357","BRCA",2.478125,1.32857142857143,3.29433333333333,2.88883333333333,3.724,-0.0249166666666667,-0.815666666666667
"BRCA358","BRCA",1.227125,0.505428571428571,1.82941666666667,1.29725,1.966,2.20166666666667,-0.782
"BRCA359","BRCA",-2.0325,0.712142857142857,-0.898416666666667,-2.72033333333333,1.426375,-0.15825,-0.61325
"BRCA360","BRCA",1.008,1.35514285714286,1.46325,1.392,0.992875,-1.89558333333333,-1.191
"BRCA361","BRCA",2.17125,0.782571428571429,2.205,2.90333333333333,3.327625,0.557791666666667,-1.48191666666667
"BRCA362","BRCA",-0.282,0.26,-0.980916666666667,-1.89841666666667,0.075125,1.42858333333333,-0.218666666666667
"BRCA363","BRCA",1.28425,1.19385714285714,1.35025,2.88808333333333,0.64975,-3.73245833333333,-1.69333333333333
"BRCA364","BRCA",2.48625,0.864928571428571,1.83316666666667,3.01875,3.530625,-0.0310833333333333,-1.52691666666667
"BRCA365","BRCA",0.183625,0.802928571428571,3.25058333333333,3.90575,3.5135,-0.273958333333333,-1.849
"BRCA366","BRCA",1.10275,0.7635,2.7975,4.239,2.545125,0.650416666666667,-2.31983333333333
"BRCA367","BRCA",0.511875,0.9255,1.60891666666667,1.24416666666667,1.7345,-2.591875,-1.42133333333333
"BRCA368","BRCA",2.26775,0.993785714285714,2.58241666666667,2.93633333333333,3.195375,1.30033333333333,-1.07925
"BRCA369","BRCA",1.592375,1.37835714285714,0.776166666666667,1.05483333333333,2.54125,1.40875,-0.192666666666667
"BRCA370","BRCA",0.92125,0.917214285714286,1.30483333333333,2.84216666666667,1.225125,-3.62745833333333,-1.74041666666667
"BRCA371","BRCA",2.069125,0.543,1.50683333333333,3.34025,3.057625,-0.0968333333333333,-0.91375
"BRCA372","BRCA",2.49675,1.19857142857143,3.44258333333333,5.00691666666667,3.5125,-0.940291666666667,-0.964166666666667
"BRCA373","BRCA",1.251875,1.54435714285714,1.96725,2.35591666666667,0.934375,-1.995875,-1.479
"BRCA374","BRCA",2.27675,1.10814285714286,2.3525,4.5025,2.991,0.644041666666667,-1.13066666666667
"BRCA375","BRCA",-0.236375,0.740571428571428,0.788583333333333,1.4995,0.4485,-1.725125,-1.22583333333333
"BRCA376","BRCA",-1.131375,-0.449714285714286,-0.431,-0.699,3.139125,0.439583333333333,-0.637083333333333
"BRCA377","BRCA",0.26675,1.42314285714286,1.86266666666667,2.79958333333333,0.81625,-2.20929166666667,-2.11958333333333
"BRCA378","BRCA",0.64625,1.63578571428571,1.927,3.02866666666667,2.642875,1.35679166666667,-0.552
"BRCA379","BRCA",0.8315,1.193,2.11858333333333,3.46266666666667,1.43225,-3.12983333333333,-1.4995
"BRCA380","BRCA",2.249875,-0.599785714285714,3.79875,3.93658333333333,1.806875,0.643041666666667,-0.963833333333333
"BRCA381","BRCA",2.009875,1.07735714285714,2.82275,3.13541666666667,3.1245,1.02883333333333,-0.539583333333333
"BRCA382","BRCA",-0.16525,1.56314285714286,1.22925,1.87725,1.029375,-2.9685,-1.51233333333333
"BRCA383","BRCA",-0.572125,1.858,1.831,2.40116666666667,3.8025,-0.209875,-1.18825
"BRCA384","BRCA",2.596125,0.733785714285714,2.63141666666667,4.73575,2.434125,0.721791666666667,-0.944666666666667
"BRCA385","BRCA",-3.3595,2.25321428571428,-1.61116666666667,0.655,-1.30325,-1.4365,-2.11041666666667
"BRCA386","BRCA",2.394,1.82685714285714,2.27741666666667,4.31216666666667,1.77975,0.766916666666667,-2.0745
"BRCA387","BRCA",1.4705,0.763357142857143,2.38775,3.40125,2.654375,0.476875,-1.55408333333333
"BRCA388","BRCA",1.63175,1.43528571428571,2.32791666666667,2.64091666666667,2.8505,1.039125,-1.83108333333333
"BRCA389","BRCA",0.20275,1.34435714285714,0.70425,3.10316666666667,0.291125,-2.40783333333333,-2.3365
"BRCA390","BRCA",2.3195,1.32485714285714,1.849,3.8235,3.165,-0.232833333333333,-1.95325
"BRCA391","BRCA",1.21325,1.58828571428571,1.82066666666667,2.24608333333333,1.84325,1.960375,-1.093
"BRCA392","BRCA",0.537875,1.1955,3.05108333333333,2.71258333333333,2.030875,-2.75541666666667,-2.0545
"BRCA393","BRCA",2.305375,1.53021428571429,2.70416666666667,3.0485,2.25925,0.552375,-1.95816666666667
"BRCA394","BRCA",0.6205,1.41414285714286,1.31533333333333,2.32183333333333,0.223375,-1.88683333333333,-1.27791666666667
"BRCA395","BRCA",-0.7945,0.860285714285714,-0.432666666666667,1.35441666666667,1.915125,0.500458333333333,0.427083333333333
"BRCA396","BRCA",0.43975,1.26907142857143,1.05658333333333,2.55483333333333,0.483875,-2.78,-1.177
"BRCA397","BRCA",1.71375,0.728428571428571,3.70008333333333,4.995,3.514125,-1.23404166666667,-1.74366666666667
"BRCA398","BRCA",1.055,1.33442857142857,3.00508333333333,3.52525,1.72275,-3.13925,-2.04416666666667
"BRCA399","BRCA",2.539375,1.1665,2.464,4.15366666666667,3.8935,0.542208333333333,-1.29883333333333
"BRCA400","BRCA",0.483375,1.41371428571429,3.34425,2.56633333333333,1.72975,-2.32675,-1.58291666666667
"BRCA401","BRCA",2.199625,1.20985714285714,2.16558333333333,3.04483333333333,2.340875,1.66754166666667,-1.65691666666667
"BRCA402","BRCA",2.237125,0.499,2.28858333333333,3.82483333333333,3.887375,-0.8965,-1.5175
"BRCA403","BRCA",0.305125,1.45178571428571,2.10333333333333,2.48733333333333,1.042375,-2.50116666666667,-2.38458333333333
"BRCA404","BRCA",2.142125,1.47914285714286,2.0795,3.25566666666667,2.5925,0.37525,-1.59425
"BRCA405","BRCA",0.52825,0.68,0.646083333333333,1.2165,0.843,-3.79775,-1.43766666666667
"BRCA406","BRCA",2.023625,0.6985,2.69566666666667,4.54691666666667,3.537125,1.04866666666667,-1.36266666666667
"BRCA407","BRCA",0.551,1.283,2.38366666666667,1.18808333333333,2.2215,-3.06266666666667,-1.08008333333333
"BRCA408","BRCA",1.416875,0.963142857142857,2.22783333333333,1.2625,3.3685,1.96279166666667,-0.358166666666667
"BRCA409","BRCA",0.85425,1.37164285714286,2.40166666666667,1.4925,1.4335,-2.89429166666667,-1.89191666666667
"BRCA410","BRCA",0.583,0.461,-1.71458333333333,-1.96883333333333,2.074,-1.89916666666667,-0.977416666666667
"BRCA411","BRCA",0.503375,1.07464285714286,1.74491666666667,2.06083333333333,0.3335,-3.572875,-1.81058333333333
"BRCA412","BRCA",1.97975,1.1415,3.09258333333333,3.601,3.68075,-0.486916666666667,-1.05775
"BRCA413","BRCA",2.968375,0.961571428571429,2.54575,3.37425,1.905,0.139208333333333,-0.843916666666667
"BRCA414","BRCA",0.37475,0.487214285714286,-0.884833333333333,-0.621,-0.66,-0.906125,-1.75983333333333
"BRCA415","BRCA",2.4945,1.50814285714286,3.52541666666667,4.83825,2.626875,0.226666666666667,-1.39691666666667
"BRCA416","BRCA",2.481125,0.212928571428571,3.83908333333333,4.3205,2.522375,-1.376375,-1.54391666666667
"BRCA417","BRCA",3.87625,0.918357142857143,1.8125,3.70991666666667,2.830125,0.131875,-1.7135
"BRCA418","BRCA",2.523375,0.953857142857143,2.87416666666667,5.12925,3.341375,0.72875,-1.26
"BRCA419","BRCA",-1.164625,0.715071428571428,1.05466666666667,-0.954166666666667,3.392,-2.49058333333333,-1.45366666666667
"BRCA420","BRCA",2.871375,0.372785714285714,2.88158333333333,3.38208333333333,3.31975,0.638,-0.981333333333333
"BRCA421","BRCA",1.823125,0.484428571428571,1.13766666666667,2.41125,2.605625,0.7805,-0.678166666666667
"BRCA422","BRCA",2.162,0.950785714285714,2.50841666666667,4.69691666666667,1.087375,0.842541666666667,-1.06033333333333
"BRCA423","BRCA",2.64125,0.351928571428571,2.63841666666667,3.92033333333333,3.23025,-2.30604166666667,-1.51633333333333
"BRCA424","BRCA",2.68275,1.13335714285714,0.6225,2.11283333333333,2.227625,0.92125,-1.439
"BRCA425","BRCA",1.23,0.465071428571429,2.68166666666667,2.78041666666667,1.10975,-2.538875,-1.41558333333333
"BRCA426","BRCA",1.54275,1.45342857142857,2.21416666666667,3.17866666666667,2.246,-0.6145,-1.57208333333333
"BRCA427","BRCA",1.663375,0.805142857142857,3.2835,3.83758333333333,1.742,1.49133333333333,-1.66966666666667
"BRCA428","BRCA",0.59875,1.14407142857143,2.24133333333333,3.44408333333333,1.779625,-2.293125,-1.50833333333333
"BRCA429","BRCA",1.187375,1.16664285714286,3.18491666666667,3.13308333333333,3.147,2.036625,-0.9715
"BRCA430","BRCA",-3.08825,1.66721428571429,-1.83725,0.644,-1.659375,-2.28379166666667,-2.18716666666667
"BRCA431","BRCA",2.389125,0.343214285714286,2.81833333333333,4.28891666666667,3.03375,0.168875,-1.2045
"BRCA432","BRCA",0.35775,0.683785714285714,2.07425,2.47916666666667,2.367375,-3.289875,-1.49433333333333
"BRCA433","BRCA",2.64875,1.186,2.484,2.89841666666667,2.391875,0.618208333333333,-1.10475
"BRCA434","BRCA",2.0645,0.784142857142857,2.198,5.12566666666667,1.3515,-0.0266666666666667,-1.92991666666667
"BRCA435","BRCA",1.811875,0.930071428571429,3.24566666666667,4.35558333333333,3.330625,1.40420833333333,-1.31891666666667
"BRCA436","BRCA",2.14075,1.13235714285714,4.29558333333333,4.92508333333333,3.3125,0.379875,-1.45416666666667
"BRCA437","BRCA",0.516,1.03228571428571,2.25533333333333,2.95158333333333,1.41725,-2.139,-1.66408333333333
"BRCA438","BRCA",2.50575,1.30192857142857,1.1085,3.7835,3.613125,-1.53854166666667,-1.15041666666667
"BRCA439","BRCA",1.487125,1.60757142857143,2.61433333333333,3.28316666666667,3.1965,-0.650791666666667,-1.74908333333333
"BRCA440","BRCA",2.089375,0.272571428571429,3.0685,4.02591666666667,3.09775,-0.875125,-0.738583333333333
"BRCA441","BRCA",2.010375,1.063,2.28641666666667,4.43225,3.20075,0.442333333333334,-1.66766666666667
"BRCA442","BRCA",1.296375,0.486142857142857,0.818916666666667,3.37541666666667,2.746875,-0.829791666666666,-1.34616666666667
"BRCA443","BRCA",2.47925,0.529214285714286,2.07175,5.04133333333333,1.184375,-1.597,-1.68916666666667
"BRCA444","BRCA",2.279375,0.525,2.63083333333333,3.46758333333333,1.4495,0.837708333333333,-1.05225
"BRCA445","BRCA",1.207625,0.965428571428572,2.28575,3.41191666666667,3.374125,1.13633333333333,-1.22533333333333
"BRCA446","BRCA",0.0315,0.584642857142857,0.23075,0.187,0.928375,0.189333333333333,-1.14866666666667
"BRCA447","BRCA",1.984125,1.39107142857143,3.32183333333333,5.3045,3.118625,-0.799708333333334,-1.3865
"BRCA448","BRCA",2.77425,1.18264285714286,3.26991666666667,2.69733333333333,2.880375,1.02483333333333,-0.959583333333333
"BRCA449","BRCA",1.7285,0.448714285714286,2.40325,4.13025,2.290875,0.575166666666667,-1.33591666666667
"BRCA450","BRCA",1.70625,1.135,1.81691666666667,2.03983333333333,2.7895,0.743375,-1.41791666666667
"BRCA451","BRCA",-3.226625,-0.655285714285714,-0.271833333333333,-3.3465,0.661875,0.319083333333333,-0.347416666666667
"BRCA452","BRCA",1.614625,1.00507142857143,1.8865,2.48508333333333,2.714125,0.535,-0.821
"BRCA453","BRCA",0.6325,0.601071428571428,-1.0365,-2.58191666666667,1.2795,1.62508333333333,0.247916666666667
"BRCA454","BRCA",1.290875,0.341428571428571,2.62716666666667,4.06541666666667,3.483,-0.502291666666667,-1.82666666666667
"BRCA455","BRCA",2.5085,1.11978571428571,2.35733333333333,3.0855,3.537,1.793375,-1.2655
"BRCA456","BRCA",-0.3555,1.8415,1.19316666666667,1.38741666666667,0.858625,-2.77683333333333,-2.4165
"BRCA457","BRCA",2.249125,1.25721428571429,1.76608333333333,2.61433333333333,3.585625,1.61541666666667,-1.11825
"BRCA458","BRCA",0.966875,2.46607142857143,1.77708333333333,1.66091666666667,0.840875,-2.84483333333333,-1.21058333333333
"BRCA459","BRCA",-1.011875,0.422357142857143,-1.97141666666667,-1.54441666666667,-1.592375,-1.01804166666667,1.45858333333333
"BRCA460","BRCA",0.769875,1.44992857142857,1.71425,3.41433333333333,1.17425,-2.04970833333333,-1.66258333333333
"BRCA461","BRCA",1.34175,1.51457142857143,1.91816666666667,4.23408333333333,1.9055,-2.33283333333333,-0.868916666666666
"BRCA462","BRCA",0.13775,1.24207142857143,1.64258333333333,2.13925,1.050375,-1.10329166666667,-1.7575
"BRCA463","BRCA",1.00375,1.73721428571429,1.60675,3.039,2.56375,1.2395,-1.04883333333333
"BRCA464","BRCA",0.404125,1.65907142857143,1.9085,3.33941666666667,-0.099,-2.838125,-2.82758333333333
"BRCA465","BRCA",2.01125,0.959428571428571,2.96691666666667,5.36991666666667,-0.242,-0.409708333333333,-1.43758333333333
"BRCA466","BRCA",0.222125,1.63757142857143,0.620833333333333,2.0235,0.51375,-3.5455,-2.48741666666667
"BRCA467","BRCA",2.051125,0.882642857142857,3.28716666666667,1.46108333333333,3.2195,0.621958333333333,-0.696
"BRCA468","BRCA",1.215625,1.43685714285714,1.37525,2.68266666666667,0.345,-2.52895833333333,-1.49541666666667
"BRCA469","BRCA",-1.48875,0.229071428571429,-0.290833333333333,-2.04833333333333,2.254625,-0.935958333333333,-0.294083333333333
"BRCA470","BRCA",0.0855,2.31964285714286,0.84025,3.11925,-0.03275,-1.77025,-2.07408333333333
"BRCA471","BRCA",2.276125,0.748428571428571,1.56325,0.502,0.724375,-0.25775,0.454666666666667
